time_sec,cost
36.300000000000004,75.8123233615146
36.4,75.40424907416075
36.5,74.99391270137765
36.6,74.58146631471097
36.7,74.16706054783397
36.800000000000004,73.75084454598237
36.9,73.33296591724748
37.0,72.91357068572522
37.1,72.49280324651716
37.2,72.0708063225771
37.300000000000004,71.64772092339646
37.4,71.22368630552029
37.5,70.79883993488384
37.6,70.37331745095958
37.7,69.94725263270125
37.800000000000004,69.5207773662731
37.9,69.09402161454881
38.0,68.66711338836451
38.1,68.24017871951054
38.2,67.81334163544263
38.300000000000004,67.38672413569525
38.400000000000006,66.96044616997645
38.5,66.53462561792472
38.6,66.10937827050566
38.7,65.68481781302705
38.800000000000004,65.26105580974868
38.900000000000006,64.83820169006346
39.0,64.41636273622554
39.1,63.99564407260002
39.2,63.576148656408485
39.300000000000004,63.15797726994478
39.400000000000006,62.74122851423244
39.5,62.325998804098084
39.6,61.91238236463182
39.7,61.50047122900613
39.800000000000004,61.090355237625296
39.900000000000006,60.68212203857514
40.0,60.27585708934434
40.1,59.87164365978671
40.2,59.46956283629485
40.300000000000004,59.069693527154506
40.400000000000006,58.67211246904898
40.5,58.27689423468296
40.6,57.88411124149483
40.7,57.49383376142573
40.800000000000004,57.10612993171533
40.900000000000006,56.72106576669209
41.0,56.33870517052746
41.1,55.959109950922
41.2,55.58233983369275
41.300000000000004,55.208452478230804
41.400000000000006,54.8375034937974
41.5,54.46954645662774
41.6,54.10463292781188
41.7,53.742812471921674
41.800000000000004,53.3841326763536
41.900000000000006,53.02863917135649
42.0,52.67637565071449
42.1,52.32738389305547
42.2,51.98170378375462
42.300000000000004,51.639373337404685
42.400000000000006,51.300428720822936
42.5,50.964904276567175
42.6,50.63283254693085
42.7,50.304244298391204
42.800000000000004,49.97916854648061
42.900000000000006,49.65763258105559
43.0,49.33966199193564
43.1,49.025280694885346
43.2,48.71451095791416
43.300000000000004,48.40737342786794
43.400000000000006,48.10388715728673
43.5,47.8040696315049
43.6,47.507936795967765
43.7,47.21550308374308
43.800000000000004,46.92678144320171
43.900000000000006,46.641783365846344
44.0,46.36051891426545
44.1,46.082996750189814
44.2,45.809224162631274
44.300000000000004,45.53920709608278
44.400000000000006,45.27295017875847
44.5,45.01045675085532
44.6,44.751728892815706
44.7,44.4967674535736
44.800000000000004,44.24557207876465
44.900000000000006,43.998141238883626
45.0,43.754472257371475
45.1,43.51456133861556
45.2,43.278403595846825
45.300000000000004,43.04599307891844
45.400000000000006,42.81732280195094
45.5,42.592384770828886
45.6,42.371170010535806
45.7,42.15366859231327
45.800000000000004,41.939869660631565
